Gene ID,Transcript ID,Chromosome,Start,Stop,Strand,Length,Exon count,Exon lengths,Relative Exon starts,GC content,Coding potential,Mean expression ,Max expression ,Max expression time-point ,Log2 fold change ,Significant Differential GENE Expression,Max JS Specificity score ,Correlation with sense ,Sense annotation,Sense annotation description,FPKM T6,FPKM T14,FPKM T20,FPKM T24,FPKM T28,FPKM T32,FPKM T36,FPKM T40,FPKM T44,FPKM T48,FPKM TT8,FPKM R,FPKM ET,FPKM LT,FPKM S
XLOC_000975,TCONS_00001349,Pf3D7_04_v3,33664,35671,-,2007,1,"2007,","0,",0.30,,2.11,4.65,T40,2.22,,0.18,0.33,PF3D7_0400100,"erythrocyte membrane protein 1, PfEMP1 (VAR)",2.70,0.52,0.21,0.59,1.45,1.75,3.66,4.65,4.15,2.33,1.19,2.04,2.69,8.11,17.85
XLOC_000983,TCONS_00001359,Pf3D7_04_v3,89350,90378,-,1028,1,"1028,","0,",0.28,,3.27,13.19,T20,3.83,YES,0.24,0.35,PF3D7_0401500,"stevor, pseudogene",0.00,4.82,13.19,8.58,4.05,1.19,0.47,0.27,0.53,0.77,2.07,8.45,13.96,5.44,1.58
XLOC_000996,TCONS_00001377,Pf3D7_04_v3,171033,172019,-,986,1,"986,","0,",0.23,,6.29,39.48,TT8,5.12,,0.29,-0.31,PF3D7_0402800,"erythrocyte membrane protein 1 (PfEMP1), pseudogene",16.76,6.74,0.70,0.74,0.96,0.17,1.04,0.23,1.63,0.69,39.48,4.41,0.99,0.77,1.62
XLOC_001004,TCONS_00001386,Pf3D7_04_v3,221778,222996,-,1218,1,"1218,","0,",0.24,,6.59,19.21,TT8,3.07,,0.18,0.43,PF3D7_0403900,"SET domain protein, putative (SET8)",16.24,2.81,1.50,3.00,5.93,3.64,3.71,7.27,7.80,1.40,19.21,4.56,10.40,17.59,21.58
XLOC_001012,TCONS_00001395,Pf3D7_04_v3,259646,260290,-,644,1,"644,","0,",0.18,,37.09,125.04,T6,6.98,,0.21,-0.69,PF3D7_0404600,"conserved Plasmodium membrane protein, unknown function",125.04,1.99,0.37,1.51,0.00,0.00,3.88,56.42,100.03,80.67,38.07,3.34,0.00,0.00,25.68
XLOC_001066,TCONS_00001472,Pf3D7_04_v3,613570,614677,-,1107,1,"1107,","0,",0.22,,6.50,20.84,T44,4.23,,0.20,-0.67,PF3D7_0413400,"erythrocyte membrane protein 1 (PfEMP1), exon1, pseudogene (VAR pseudogene)",8.43,1.03,0.16,0.35,0.45,3.79,9.01,14.17,20.84,8.89,4.37,4.25,0.90,16.79,49.35
XLOC_001101,TCONS_00001527,Pf3D7_04_v3,910727,912160,-,1433,1,"1433,","0,",0.23,,12.79,44.78,T6,4.71,,0.20,-0.55,PF3D7_0420200,"holo-(acyl-carrier protein) synthase, putative",44.78,5.20,2.54,1.25,1.37,1.56,0.75,2.82,28.89,14.63,36.93,9.60,3.32,1.54,20.60
XLOC_001112,TCONS_00001541,Pf3D7_04_v3,1022589,1025956,-,3276,2,"277,2999,","0,368,",0.23,,7.48,20.57,T24,3.94,YES,0.18,-0.63,PF3D7_0422300,alpha tubulin 2,2.27,8.69,18.36,20.57,9.63,4.85,3.19,1.66,1.47,0.41,11.22,15.16,13.83,11.18,2.45
XLOC_001114,TCONS_00001545,Pf3D7_04_v3,1048153,1048856,-,703,1,"703,","0,",0.19,,58.87,120.38,T14,2.48,,0.14,-0.28,PF3D7_0423000,"conserved Plasmodium protein, unknown function",27.94,120.38,103.66,47.77,45.88,80.84,58.83,55.83,36.67,20.82,48.93,65.27,39.33,68.96,38.44
XLOC_001124,TCONS_00001557,Pf3D7_04_v3,1106585,1107478,-,893,1,"893,","0,",0.19,,6.84,24.99,TT8,4.70,,0.21,0.83,PF3D7_0424400,surface-associated interspersed protein 4.2 (SURFIN 4.2) (SURF4.2),8.98,8.26,19.88,3.30,1.99,1.80,0.41,0.00,4.09,1.59,24.99,4.78,0.44,1.06,0.00
XLOC_001131,TCONS_00001566,Pf3D7_04_v3,1170187,1171303,-,1116,1,"1116,","0,",0.31,,1.38,4.82,T14,2.43,,0.24,-0.11,PF3D7_0425900,rifin (RIF),1.26,4.82,2.66,2.03,0.88,0.48,0.08,0.33,0.15,0.32,2.14,0.84,1.10,0.23,1.27
XLOC_001134,TCONS_00001569,Pf3D7_05_v3,50090,51321,+,1015,2,"414,601,","0,630,",0.21,,2.88,6.43,T6,2.68,,0.18,0.22,PF3D7_0500900,"serine/threonine protein kinase, FIKK family (FIKK5)",6.43,0.79,0.15,0.63,2.22,6.18,6.10,4.27,3.05,0.84,1.06,1.12,2.66,17.18,10.66
XLOC_001141,TCONS_00001583,Pf3D7_05_v3,86294,87996,+,1702,1,"1702,","0,",0.18,,28.81,94.33,T44,6.17,YES,0.20,0.50,PF3D7_0501700,"anaphase promoting complex subunit, putative",62.03,4.30,2.02,0.49,0.32,0.58,8.03,69.17,94.33,6.68,68.92,6.98,0.18,0.45,118.24
XLOC_001151,TCONS_00001596,Pf3D7_05_v3,153852,154838,+,986,1,"986,","0,",0.20,,6.80,17.33,T20,3.16,,0.17,-0.04,PF3D7_0503900,"conserved Plasmodium protein, unknown function",5.13,12.25,17.33,7.43,5.37,9.26,4.77,3.29,1.41,1.05,7.46,14.80,5.54,7.70,6.13
XLOC_001169,TCONS_00001620,Pf3D7_05_v3,297386,299320,+,1934,1,"1934,","0,",0.20,,6.95,16.60,T20,3.06,,0.17,-0.88,PF3D7_0507200,subtilisin-like protease 3 (SUB3),1.11,15.86,16.60,11.41,9.54,6.20,3.43,2.57,2.20,1.47,6.04,12.09,14.47,6.90,1.68
XLOC_001170,TCONS_00001621,Pf3D7_05_v3,307287,309544,+,2257,1,"2257,","0,",0.27,,6.31,20.75,T6,3.70,,0.20,0.76,PF3D7_0507500,subtilisin-like protease 1 (SUB1),20.75,1.25,0.67,0.82,1.48,2.37,2.27,3.51,13.14,4.23,18.92,4.98,3.47,10.76,21.09
XLOC_001209,TCONS_00001676,Pf3D7_05_v3,589100,589765,+,665,1,"665,","0,",0.25,,0.87,2.09,T36,1.63,,0.21,0.46,PF3D7_0514000,"tubulin-tyrosine ligase, putative (TTL)",1.12,0.00,0.00,0.23,1.83,1.56,2.09,1.70,0.26,0.00,0.79,1.35,4.16,11.72,6.69
XLOC_001214,TCONS_00001682,Pf3D7_05_v3,625078,625873,+,795,1,"795,","0,",0.18,,7.71,15.90,T20,2.07,,0.15,-0.72,PF3D7_0515100,rhomboid protease ROM9 (ROM9),3.02,10.66,15.90,10.83,8.65,4.07,4.22,5.32,10.27,4.10,7.73,13.12,6.26,8.99,8.40
XLOC_001218,TCONS_00001687,Pf3D7_05_v3,640770,643991,+,2966,2,"754,2212,","0,1009,",0.20,,4.33,12.93,T44,3.34,YES,0.20,0.22,PF3D7_0515500,"amino acid transporter, putative",5.74,1.46,0.82,0.46,0.37,2.29,6.82,9.80,12.93,2.93,3.97,2.15,0.30,3.93,14.37
XLOC_001226,TCONS_00001699,Pf3D7_05_v3,717534,719275,+,1741,1,"1741,","0,",0.15,,10.92,28.79,T20,3.96,,0.17,0.62,PF3D7_0517100,"conserved Plasmodium protein, unknown function",4.10,18.48,28.79,12.91,12.67,10.80,4.07,5.21,4.23,0.92,17.90,20.89,2.92,6.87,0.88
XLOC_001231,TCONS_00001704,Pf3D7_05_v3,745715,746561,+,846,1,"846,","0,",0.25,,6.40,14.40,T14,2.94,,0.16,-0.05,PF3D7_0517800,"apicortin, putative",11.25,14.40,8.35,6.38,3.68,2.63,2.92,2.44,1.00,5.62,11.70,17.33,16.69,9.22,3.30
XLOC_001234,TCONS_00001708,Pf3D7_05_v3,761863,762892,+,1029,1,"1029,","0,",0.21,,11.12,20.07,T44,1.81,,0.14,0.11,PF3D7_0518400,cyclin (CYC3),7.31,7.64,6.91,8.39,7.34,14.01,19.25,19.13,20.07,5.01,7.30,9.89,9.52,26.59,49.93
XLOC_001244,TCONS_00001718,Pf3D7_05_v3,824611,826593,+,1852,2,"837,1015,","0,967,",0.17,,8.91,25.82,T20,3.48,,0.18,0.03,PF3D7_0519900,"conserved Plasmodium protein, unknown function",1.78,23.11,25.82,12.80,7.59,7.90,2.94,2.56,2.28,1.40,9.77,15.20,8.36,6.71,3.42
XLOC_001248,TCONS_00001725,Pf3D7_05_v3,843120,844022,+,902,1,"902,","0,",0.18,,3.89,13.20,T44,3.51,,0.21,-0.53,PF3D7_0520600,bis(5'-nucleosyl)-tetraphosphatase [asymmetrical],6.49,1.03,0.24,0.76,0.66,3.10,1.60,8.01,13.20,1.34,6.34,1.47,2.60,6.00,27.09
XLOC_001262,TCONS_00001745,Pf3D7_05_v3,962736,964982,+,2074,2,"1751,323,","0,1923,",0.24,,3.18,20.91,TT8,4.06,,0.27,-0.82,PF3D7_0523100,"mitochondrial processing peptidase alpha subunit, putative",2.18,1.92,2.00,1.80,1.36,0.85,0.32,0.59,1.74,1.31,20.91,5.20,2.53,0.34,1.03
XLOC_001264,TCONS_00001747,Pf3D7_05_v3,970254,971036,+,782,1,"782,","0,",0.23,,9.16,19.88,T20,3.68,,0.16,-0.94,PF3D7_0523300,"conserved Plasmodium protein, unknown function",4.76,14.01,19.88,14.87,9.32,11.29,8.00,3.33,3.22,0.63,11.49,12.40,13.45,13.93,8.79
XLOC_001279,TCONS_00001767,Pf3D7_05_v3,1059229,1060361,+,1132,1,"1132,","0,",0.19,,4.68,12.92,T6,3.39,,0.19,-0.65,PF3D7_0525500,"conserved Plasmodium protein, unknown function",12.92,1.19,0.32,0.50,1.75,2.47,6.60,6.63,9.75,1.31,8.08,3.93,1.69,4.35,13.88
XLOC_001283,TCONS_00001775,Pf3D7_05_v3,1085168,1086683,+,1214,2,"157,1057,","0,458,",0.23,,11.56,26.43,T44,3.55,,0.16,-0.71,PF3D7_0526300,"nucleolar Jumonji domain interacting protein, putative",19.46,2.84,1.34,2.14,6.24,10.16,12.70,22.37,26.43,4.80,18.73,7.07,5.72,26.16,75.66
XLOC_001294,TCONS_00001790,Pf3D7_05_v3,1166320,1167179,+,859,1,"859,","0,",0.21,,6.40,21.91,T20,3.62,,0.19,-0.45,PF3D7_0528300,"conserved Plasmodium protein, unknown function",3.95,6.86,21.91,6.88,10.15,3.90,3.50,2.05,2.42,0.87,7.85,11.51,1.80,3.29,0.00
XLOC_001302,TCONS_00001806,Pf3D7_05_v3,1209231,1210338,+,1107,1,"1107,","0,",0.21,,3.16,20.26,TT8,4.41,,0.29,-0.62,PF3D7_0529700,"conserved Plasmodium protein, unknown function",4.73,3.56,1.71,0.20,0.39,0.00,0.14,0.56,1.54,1.65,20.26,2.01,0.56,0.23,0.34
XLOC_001303,TCONS_00001807,Pf3D7_05_v3,1210504,1211691,+,1187,1,"1187,","0,",0.21,,1.58,9.51,TT8,3.28,,0.32,-0.56,PF3D7_0529700,"conserved Plasmodium protein, unknown function",2.37,2.71,0.76,0.37,0.17,0.09,0.08,0.24,0.44,0.66,9.51,1.13,0.36,0.00,0.23
XLOC_001323,TCONS_00001842,Pf3D7_05_v3,25507,26478,-,971,1,"971,","0,",0.38,,0.61,1.31,T44,0.95,,0.19,0.51,PF3D7_0500100,"erythrocyte membrane protein 1, PfEMP1 (VAR)",0.20,0.25,0.25,0.39,0.60,0.70,0.39,1.17,1.31,1.00,0.39,2.52,3.83,6.31,9.93
XLOC_001335,TCONS_00001858,Pf3D7_05_v3,68580,69629,-,1049,1,"1049,","0,",0.30,,1.11,3.73,T44,2.24,,0.24,0.18,PF3D7_0501300,skeleton-binding protein 1 (SBP1),1.65,0.92,0.22,0.12,0.24,0.00,0.08,1.41,3.73,1.88,1.95,0.16,0.31,0.21,8.40
XLOC_001353,TCONS_00001889,Pf3D7_05_v3,175184,176837,-,1172,3,"112,822,238,","0,212,1415,",0.23,,4.43,15.83,T44,4.07,YES,0.22,0.68,PF3D7_0504500,"conserved Plasmodium protein, unknown function",5.06,1.17,0.80,0.00,0.33,0.56,2.03,9.26,15.83,8.54,5.11,1.41,0.00,1.07,22.48
XLOC_001355,TCONS_00001891,Pf3D7_05_v3,207379,208617,-,1238,1,"1238,","0,",0.16,YES,9.66,17.02,T44,1.97,,0.14,-0.32,PF3D7_0504900,"conserved protein, unknown function",3.59,8.01,12.11,16.64,11.30,6.07,7.79,9.51,17.02,8.77,5.43,12.69,16.98,7.81,9.81
XLOC_001362,TCONS_00001905,Pf3D7_05_v3,256837,257430,-,593,1,"593,","0,",0.20,,16.53,39.22,TT8,5.33,,0.16,0.43,PF3D7_0506000,"conserved Plasmodium protein, unknown function",13.12,33.18,27.23,24.33,18.45,8.66,9.17,3.52,4.99,0.00,39.22,28.02,28.41,20.86,10.76
XLOC_001389,TCONS_00001948,Pf3D7_05_v3,463545,465618,-,2073,1,"2073,","0,",0.17,,9.55,21.18,T20,2.41,,0.16,0.15,PF3D7_0510800,"conserved Plasmodium protein, unknown function",10.72,9.10,21.18,10.19,8.84,8.19,3.31,3.17,7.88,3.80,18.72,13.17,3.04,4.18,3.47
XLOC_001391,TCONS_00001951,Pf3D7_05_v3,472266,474134,-,1732,2,"277,1455,","0,413,",0.24,,3.83,7.29,T36,2.15,,0.16,0.21,PF3D7_0511200,stearoyl-CoA desaturase (SCD),0.87,1.43,2.66,4.19,5.23,4.81,7.29,5.34,4.76,3.47,2.08,1.81,4.03,4.01,2.13
XLOC_001414,TCONS_00001983,Pf3D7_05_v3,632937,635850,-,2913,1,"2913,","0,",0.24,,12.00,36.69,T44,5.01,,0.21,0.13,PF3D7_0515300,phosphatidylinositol 3-kinase (PI3K),26.14,2.21,0.90,0.17,0.25,0.17,1.68,16.68,36.69,21.36,25.74,5.33,1.09,1.30,82.38
XLOC_001418,TCONS_00001990,Pf3D7_05_v3,673054,674858,-,1804,1,"1804,","0,",0.22,,4.04,9.38,T14,2.20,,0.17,-0.64,PF3D7_0516100,cation-transporting ATPase 1 (ATPase1),8.12,9.38,3.35,2.29,1.44,1.26,2.56,2.54,3.85,2.67,6.96,6.34,5.76,2.24,3.18
XLOC_001421,TCONS_00001994,Pf3D7_05_v3,684288,686016,-,1403,3,"224,255,924,","0,426,804,",0.26,,1.58,4.11,T44,1.83,,0.19,0.17,PF3D7_0516500,"metabolite/drug transporter, putative",1.85,1.09,0.69,0.44,0.51,0.68,1.07,2.42,4.11,2.40,2.10,1.72,1.57,2.19,3.47
XLOC_001443,TCONS_00002024,Pf3D7_05_v3,796292,797721,-,1429,1,"1429,","0,",0.24,,3.55,7.36,T20,2.25,,0.17,-0.75,PF3D7_0519300,"cytochrome c oxidase assembly protein (heme A: farnesyltransferase), putative",4.01,7.11,7.36,4.00,3.34,1.21,1.74,1.32,1.17,0.76,7.07,12.42,13.11,4.62,2.22
XLOC_001460,TCONS_00002048,Pf3D7_05_v3,952544,953616,-,1072,1,"1072,","0,",0.25,,2.73,15.82,TT8,4.07,,0.27,0.61,PF3D7_0522900,"zinc finger protein, putative",3.13,1.78,0.85,0.44,1.02,1.60,0.46,0.00,1.16,3.71,15.82,4.43,0.92,1.73,0.00
XLOC_001477,TCONS_00002078,Pf3D7_05_v3,1068404,1069780,-,1376,1,"1376,","0,",0.18,,77.18,228.79,T44,7.17,YES,0.19,-0.03,PF3D7_0525700,"conserved Plasmodium protein, unknown function",211.67,19.31,5.33,3.62,0.59,1.17,2.55,40.10,228.79,138.57,197.30,39.95,3.97,1.22,152.46
XLOC_001506,TCONS_00002125,Pf3D7_05_v3,1253828,1255310,-,1240,3,"507,108,625,","0,630,857,",0.19,,18.77,50.26,T32,4.26,,0.17,0.57,"PF3D7_0530700,PF3D7_0530800","conserved Plasmodium protein, unknown function",12.61,3.61,4.83,1.67,10.06,50.26,41.45,34.28,30.78,6.42,10.51,0.68,2.25,26.00,25.97
XLOC_001581,TCONS_00002233,Pf3D7_06_v3,512481,513036,+,555,1,"555,","0,",0.16,,5.67,22.27,T20,4.54,,0.20,-0.83,PF3D7_0612200,leucine-rich repeat protein (LRR6),2.94,9.63,22.27,5.76,6.71,5.62,3.28,2.80,1.37,0.00,2.00,6.52,4.12,8.73,4.37
XLOC_001584,TCONS_00002236,Pf3D7_06_v3,525863,527281,+,1418,1,"1418,","0,",0.23,,19.74,39.90,T20,3.38,,0.15,-0.90,PF3D7_0612700,6-cysteine protein (P12),4.43,22.57,39.90,34.04,30.48,37.62,19.80,12.72,8.76,2.93,3.88,22.49,46.50,73.15,18.32
XLOC_001592,TCONS_00002247,Pf3D7_06_v3,593076,594639,+,1563,1,"1563,","0,",0.22,,3.87,13.87,T40,3.89,,0.24,-0.76,PF3D7_0614200,"conserved Plasmodium protein, unknown function",5.71,0.39,0.13,0.00,0.00,0.16,4.13,13.87,11.77,0.71,5.66,1.86,0.18,0.71,26.41
XLOC_001594,TCONS_00002256,Pf3D7_06_v3,608961,610220,+,1259,1,"1259,","0,",0.17,,8.52,18.93,T20,3.29,,0.16,-0.77,PF3D7_0614600,"conserved Plasmodium protein, unknown function",3.61,9.09,18.93,9.46,13.27,13.69,10.79,4.91,1.70,1.04,7.23,16.37,6.57,9.51,6.02
XLOC_001613,TCONS_00002287,Pf3D7_06_v3,724775,726939,+,2164,1,"2164,","0,",0.31,,3.88,8.76,T44,2.96,,0.18,-0.57,PF3D7_0617400,"erythrocyte membrane protein 1, PfEMP1 (VAR)",2.95,0.47,0.25,0.41,1.99,3.25,5.82,8.19,8.76,7.30,3.30,2.27,3.35,18.51,31.80
XLOC_001615,TCONS_00002289,Pf3D7_06_v3,738155,739061,+,906,1,"906,","0,",0.32,,3.72,8.31,T20,3.02,,0.18,0.32,PF3D7_0617600,stevor,4.33,7.77,8.31,6.26,4.31,2.96,0.91,0.81,0.15,0.95,4.18,0.35,0.66,0.24,0.19
XLOC_001634,TCONS_00002319,Pf3D7_06_v3,871067,872228,+,1161,1,"1161,","0,",0.28,,3.47,13.33,T6,3.84,,0.26,-0.79,PF3D7_0621200,pyridoxine biosynthesis protein PDX1 (PDX1),13.33,0.14,0.13,0.00,0.00,0.09,0.66,6.61,11.31,1.42,4.43,0.59,0.00,1.63,27.14
XLOC_001645,TCONS_00002338,Pf3D7_06_v3,936705,938719,+,2014,1,"2014,","0,",0.25,,2.19,10.03,TT8,3.06,,0.25,-0.87,PF3D7_0623000,chorismate synthase (CS),4.21,2.23,1.33,1.00,0.32,0.53,0.56,0.54,1.28,2.04,10.03,6.06,1.24,1.47,5.24
XLOC_001647,TCONS_00002341,Pf3D7_06_v3,947879,948744,+,865,1,"865,","0,",0.23,,7.01,24.49,TT8,4.00,,0.19,-0.75,PF3D7_0623300,"EGF-like membrane protein, putative",5.83,13.87,9.34,9.69,6.06,2.50,1.67,1.04,1.98,0.59,24.49,11.62,9.38,7.13,5.43
XLOC_001649,TCONS_00002343,Pf3D7_06_v3,963555,964739,+,1184,1,"1184,","0,",0.23,,6.35,16.73,T44,3.54,,0.18,-0.55,PF3D7_0623800,"protein kinase, putative (TKL4)",2.83,0.55,0.52,1.67,2.42,5.35,11.44,16.18,16.73,8.86,3.26,1.79,5.70,21.79,35.49
XLOC_001667,TCONS_00002371,Pf3D7_06_v3,1060737,1062686,+,1949,1,"1949,","0,",0.25,,5.35,12.30,T14,2.99,,0.17,-0.56,PF3D7_0626300,3-oxoacyl-acyl-carrier protein synthase I/II (FabB/FabF),3.88,12.30,8.55,7.47,2.99,3.70,1.88,2.08,3.02,0.67,12.29,14.16,11.83,16.90,7.87
XLOC_001707,TCONS_00002430,Pf3D7_06_v3,1374625,1375883,+,1258,1,"1258,","0,",0.30,,5.09,14.17,T14,2.66,,0.18,0.68,PF3D7_0632800,"erythrocyte membrane protein 1, PfEMP1 (VAR)",2.83,14.17,13.05,6.83,2.03,2.30,3.24,2.60,2.84,1.39,4.71,6.73,8.97,6.38,10.00
XLOC_001737,TCONS_00002467,Pf3D7_06_v3,185456,187305,-,1849,1,"1849,","0,",0.14,,3.91,9.43,TT8,2.48,,0.17,0.40,PF3D7_0604400,"conserved Plasmodium protein, unknown function",1.91,4.63,9.33,2.52,4.09,3.49,2.20,1.72,2.78,0.87,9.43,7.06,1.46,1.23,2.64
XLOC_001739,TCONS_00002473,Pf3D7_06_v3,213376,215080,-,1704,1,"1704,","0,",0.18,,7.78,16.12,TT8,2.20,,0.15,-0.70,PF3D7_0605000,"50S ribosomal protein L24, putative",2.72,9.22,15.68,7.39,5.63,4.33,5.14,7.30,7.09,4.93,16.12,15.01,7.64,9.38,12.53
XLOC_001769,TCONS_00002516,Pf3D7_06_v3,450943,452055,-,1112,1,"1112,","0,",0.18,,12.84,45.89,TT8,3.07,,0.17,-0.58,PF3D7_0610600,calcium-dependent protein kinase 2 (CDPK2),7.84,20.35,17.76,8.19,7.44,12.48,6.49,5.07,4.57,5.12,45.89,12.89,5.86,14.73,9.11
XLOC_001809,TCONS_00002574,Pf3D7_06_v3,735155,736921,-,1661,2,"1302,359,","0,1407,",0.21,,35.04,83.71,T20,3.72,YES,0.15,0.64,PF3D7_0617500,"rifin, pseudogene",9.93,77.68,83.71,52.12,43.01,57.47,22.63,11.85,10.89,5.44,10.70,2.41,3.29,3.12,1.03
XLOC_001815,TCONS_00002581,Pf3D7_06_v3,759904,761357,-,1207,2,"1031,176,","0,1277,",0.23,,1.17,3.72,T32,2.08,,0.22,-0.32,PF3D7_0618000,"conserved Plasmodium membrane protein, unknown function",0.19,0.12,0.47,0.59,1.42,3.72,1.72,1.35,1.69,0.32,1.22,0.18,2.44,8.94,2.59
XLOC_001820,TCONS_00002587,Pf3D7_06_v3,785908,787790,-,1584,3,"317,941,326,","0,475,1556,",0.19,,3.37,13.80,T32,3.36,,0.22,0.37,"PF3D7_0618900.1,PF3D7_0618900.2",N-acetylglucosamine transferase (GPI1),1.52,0.77,0.45,1.77,7.30,13.80,4.31,2.25,1.92,1.89,1.11,0.98,3.49,4.34,1.14
XLOC_001835,TCONS_00002610,Pf3D7_06_v3,879077,880832,-,1755,1,"1755,","0,",0.27,,4.28,8.19,T20,2.03,,0.15,-0.63,PF3D7_0621400,Pf77 protein (ALV7),2.14,4.70,8.19,6.92,4.34,5.74,3.39,3.71,3.38,1.24,3.35,8.31,16.70,21.78,14.13
XLOC_001840,TCONS_00002615,Pf3D7_06_v3,909829,911232,-,1403,1,"1403,","0,",0.20,,1.73,5.14,T32,2.32,,0.21,0.83,PF3D7_0622300,"vacuolar transporter chaperone, putative",0.60,0.41,0.54,0.95,3.77,5.14,3.62,1.03,1.31,1.44,0.23,1.80,6.25,14.67,3.15
XLOC_001863,TCONS_00002646,Pf3D7_06_v3,1023049,1024519,-,1470,1,"1470,","0,",0.19,,3.66,7.84,T44,2.55,YES,0.17,0.65,PF3D7_0625100,"sphingomyelin synthase 2, putative (SMS2)",3.02,0.97,0.51,0.74,1.38,5.86,4.12,7.78,7.84,2.47,5.51,1.41,1.23,6.88,21.74
XLOC_001878,TCONS_00002667,Pf3D7_06_v3,1104191,1105461,-,1270,1,"1270,","0,",0.21,,6.27,13.82,TT8,2.24,,0.16,0.08,PF3D7_0627600,"conserved Plasmodium protein, unknown function",6.90,8.27,12.53,3.97,2.13,4.26,4.28,3.02,6.34,3.50,13.82,6.39,0.70,3.07,2.60
XLOC_001887,TCONS_00002685,Pf3D7_06_v3,1206447,1208573,-,1964,2,"1342,622,","0,1504,",0.23,,4.49,11.76,T32,2.30,,0.18,-0.71,PF3D7_0629300,"phosphatidylcholine-sterol acyltransferase precursor, putative (PL)",2.40,1.58,2.28,5.34,10.78,11.76,6.75,3.16,1.59,2.07,1.72,4.05,14.45,27.67,6.65
XLOC_001901,TCONS_00002701,Pf3D7_06_v3,1371755,1373110,-,1355,1,"1355,","0,",0.32,,4.59,15.68,T14,3.77,YES,0.22,-0.13,PF3D7_0632700,rifin (RIF),3.04,15.68,7.37,4.54,1.49,0.92,0.23,0.78,0.52,0.43,15.53,10.51,4.05,2.39,0.25
XLOC_001908,TCONS_00002709,Pf3D7_07_v3,55459,56632,+,1173,1,"1173,","0,",0.29,,4.24,16.46,TT8,3.84,,0.23,-0.02,PF3D7_0701100,rifin (RIF),3.45,10.66,7.06,4.56,1.98,0.56,0.33,0.22,0.46,0.95,16.46,5.60,3.52,0.70,0.94
XLOC_001932,TCONS_00002745,Pf3D7_07_v3,280791,281791,+,1000,1,"1000,","0,",0.18,,6.14,28.68,TT8,4.13,,0.22,-0.50,PF3D7_0705600,"RNA helicase, putative",9.09,6.65,9.62,2.55,1.71,2.50,0.69,2.17,3.00,0.91,28.68,3.80,1.88,1.87,1.79
XLOC_001933,TCONS_00002746,Pf3D7_07_v3,286975,288140,+,1165,1,"1165,","0,",0.15,,8.43,25.96,TT8,3.66,,0.18,-0.24,PF3D7_0705800,"cysteine-rich secretory protein, putative",5.16,20.33,18.93,5.56,3.24,5.91,2.38,1.51,2.58,1.13,25.96,15.20,3.26,3.27,1.18
XLOC_001942,TCONS_00002758,Pf3D7_07_v3,329694,331103,+,1409,1,"1409,","0,",0.22,,7.03,19.45,T14,2.95,,0.17,-0.75,PF3D7_0707200,"conserved Plasmodium protein, unknown function",3.02,19.45,11.30,7.68,4.49,4.30,4.19,2.75,2.12,1.65,16.35,14.26,9.17,13.83,4.11
XLOC_001994,TCONS_00002844,Pf3D7_07_v3,767287,768209,+,922,1,"922,","0,",0.24,,4.93,11.45,T20,2.30,,0.17,0.14,PF3D7_0717800,"conserved Plasmodium protein, unknown function",2.06,10.17,11.45,8.34,3.58,3.17,2.92,2.88,4.47,3.72,1.53,4.91,4.75,12.49,10.66
XLOC_001995,TCONS_00002845,Pf3D7_07_v3,776178,777133,+,955,1,"955,","0,",0.18,,4.22,8.37,T20,2.63,,0.16,-0.07,PF3D7_0718000,"dynein heavy chain, putative",3.20,4.93,8.37,5.76,7.41,6.82,2.70,2.65,0.96,0.51,3.11,3.06,3.64,6.59,3.13
XLOC_002026,TCONS_00002897,Pf3D7_07_v3,984694,985595,+,901,1,"901,","0,",0.23,,8.28,17.32,T20,3.49,,0.16,0.80,PF3D7_0723500,"dynactin subunit 5, putative",4.32,16.72,17.32,11.80,7.30,8.71,2.29,2.37,3.22,0.63,16.36,11.54,13.38,20.31,3.91
XLOC_002035,TCONS_00002914,Pf3D7_07_v3,1047461,1048655,+,1194,1,"1194,","0,",0.23,,2.55,7.83,T20,3.14,,0.21,-0.61,PF3D7_0724800,"kelch protein, putative",0.00,6.24,7.83,2.58,1.36,2.19,0.81,0.71,1.53,0.82,4.03,7.10,3.57,4.65,1.87
XLOC_002067,TCONS_00002965,Pf3D7_07_v3,1318473,1319190,+,717,1,"717,","0,",0.17,,6.17,19.63,T14,4.37,YES,0.19,NA,PF3D7_0730700,tRNA Threonine,0.00,19.63,14.63,7.00,7.22,5.55,2.30,1.59,1.05,2.32,6.56,8.39,3.21,9.84,0.78
XLOC_002095,TCONS_00003004,Pf3D7_07_v3,45788,46851,-,1063,1,"1063,","0,",0.23,,1.67,5.69,T28,2.74,,0.25,0.80,PF3D7_0700700,"stevor, pseudogene",0.73,0.63,3.16,4.99,5.69,2.76,0.30,0.14,0.00,0.00,0.00,6.56,19.36,9.95,0.00
XLOC_002110,TCONS_00003021,Pf3D7_07_v3,110083,110899,-,816,1,"816,","0,",0.19,,8.31,39.18,TT8,5.33,YES,0.22,NA,PF3D7_0702600,"chitinase precursor fragment, truncated",8.77,13.99,12.24,4.88,1.72,1.24,0.50,0.00,5.76,3.16,39.18,6.41,0.53,0.45,2.02
XLOC_002132,TCONS_00003058,Pf3D7_07_v3,323367,326375,-,3008,1,"3008,","0,",0.21,,20.53,81.85,TT8,3.30,YES,0.17,-0.46,"PF3D7_0706700,PF3D7_0706800","DNA mismatch repair protein, putative (MSH2-2)",19.03,24.48,17.07,12.77,7.71,7.39,8.48,14.60,18.45,14.00,81.85,22.54,14.65,28.40,34.00
