Transcript_ID,Chrm,Start,End,GC_percent,,lengths,Strand,OtherInfo,N_Sum,C_Sum,log2FC(sum_N/sum_C),estimated_Location,Cluster,Stage
TCONS_00001138,Pf3D7_05_v3,558195,558457,0.1406844,Pf3D7_05_v3:558195-558457,263,-, oId CUFF.854.1; transcript_id TCONS_00001138; tss_id TSS1032;gene_id XLOC_000921; ExonInfo:558195:558457; total_nExon:1,246,197,0.32,Both,8,S/G
TCONS_00001143,Pf3D7_05_v3,579481,580508,0.1322957,Pf3D7_05_v3:579481-580508,1028,-, oId CUFF.857.1; transcript_id TCONS_00001143; tss_id TSS1037;gene_id XLOC_000924; ExonInfo:579481:580508; total_nExon:1,1146,1317,-0.2,Both,10,LG
TCONS_00001150,Pf3D7_05_v3,661657,661983,0.143730887,Pf3D7_05_v3:661657-661983,327,-, oId CUFF.868.1; transcript_id TCONS_00001150; tss_id TSS1044;gene_id XLOC_000931; ExonInfo:661657:661983; total_nExon:1,501,545,-0.12,Both,5,T
TCONS_00001152,Pf3D7_05_v3,708308,708550,0.1358025,Pf3D7_05_v3:708308-708550,243,-, oId CUFF.870.1; transcript_id TCONS_00001152; tss_id TSS1046;gene_id XLOC_000933; ExonInfo:708308:708550; total_nExon:1,339,375,-0.14,Both,10,LG
TCONS_00001153,Pf3D7_05_v3,708736,710388,0.1445856,Pf3D7_05_v3:708736-710388,1653,-, oId CUFF.871.1; transcript_id TCONS_00001153; tss_id TSS1047;gene_id XLOC_000934; ExonInfo:708736:710388; total_nExon:1,422,578,-0.46,Both,10,LG
TCONS_00001158,Pf3D7_05_v3,726470,727231,0.089238845,Pf3D7_05_v3:726470-727231,762,-, oId CUFF.880.1; transcript_id TCONS_00001158; tss_id TSS1052;gene_id XLOC_000939; ExonInfo:726470:727231; total_nExon:1,765,803,-0.07,Both,2,R
TCONS_00001159,Pf3D7_05_v3,727748,728476,0.1083676,Pf3D7_05_v3:727748-728476,729,-, oId CUFF.882.1; transcript_id TCONS_00001159; tss_id TSS1053;gene_id XLOC_000940; ExonInfo:727748:728476; total_nExon:1,189,111,0.77,N,9,LG
TCONS_00001160,Pf3D7_05_v3,728594,729263,0.140298507,Pf3D7_05_v3:728594-729263,670,-, oId CUFF.883.1; transcript_id TCONS_00001160; tss_id TSS1054;gene_id XLOC_000941; ExonInfo:728594:729263; total_nExon:1,664,392,0.76,N,4,T
TCONS_00001161,Pf3D7_05_v3,738574,739156,0.1818182,Pf3D7_05_v3:738574-739156,583,-, oId CUFF.886.1; transcript_id TCONS_00001161; tss_id TSS1055;gene_id XLOC_000942; ExonInfo:738574:739156; total_nExon:1,1270,1437,-0.18,Both,10,LG
TCONS_00001165,Pf3D7_05_v3,767655,768485,0.1468111,Pf3D7_05_v3:767655-768485,831,-, oId CUFF.891.1; transcript_id TCONS_00001165; tss_id TSS1059;gene_id XLOC_000946; ExonInfo:767655:768485; total_nExon:1,339,305,0.15,Both,10,LG
TCONS_00001167,Pf3D7_05_v3,781119,781794,0.1405325,Pf3D7_05_v3:781119-781794,676,-, oId CUFF.894.1; transcript_id TCONS_00001167; tss_id TSS1061;gene_id XLOC_000948; ExonInfo:781119:781794; total_nExon:1,468,248,0.92,N,9,LG
TCONS_00001178,Pf3D7_05_v3,815221,815675,0.1428571,Pf3D7_05_v3:815221-815675,455,-, oId CUFF.907.1; transcript_id TCONS_00001178; tss_id TSS1071;gene_id XLOC_000955; ExonInfo:815221:815675; total_nExon:1,251,153,0.71,N,9,LG
TCONS_00001202,Pf3D7_05_v3,953746,954935,0.1453782,Pf3D7_05_v3:953746-954935,1190,-, oId CUFF.929.1; transcript_id TCONS_00001202; tss_id TSS1088;gene_id XLOC_000969; ExonInfo:953746:954935; total_nExon:1,913,617,0.57,N,10,LG
TCONS_00001206,Pf3D7_05_v3,987392,988036,0.1178295,Pf3D7_05_v3:987392-988036,645,-, oId CUFF.937.1; transcript_id TCONS_00001206; tss_id TSS1092;gene_id XLOC_000973; ExonInfo:987392:988036; total_nExon:1,1438,1106,0.38,Both,10,LG
TCONS_00001209,Pf3D7_05_v3,995980,997474,0.10367893,Pf3D7_05_v3:995980-997474,1495,-, oId CUFF.939.1; transcript_id TCONS_00001209; tss_id TSS1095;gene_id XLOC_000975; ExonInfo:995980:997474; total_nExon:1,296,362,-0.29,Both,3,R/T
TCONS_00001214,Pf3D7_05_v3,1025427,1026171,0.174496644,Pf3D7_05_v3:1025427-1026171,745,-, oId CUFF.943.1; transcript_id TCONS_00001214; tss_id TSS1099;gene_id XLOC_000979; ExonInfo:1025427:1026171; total_nExon:1,457,380,0.27,Both,4,T
TCONS_00001215,Pf3D7_05_v3,1031987,1032363,0.127321,Pf3D7_05_v3:1031987-1032363,377,-, oId CUFF.945.1; transcript_id TCONS_00001215; tss_id TSS1100;gene_id XLOC_000980; ExonInfo:1031987:1032363; total_nExon:1,211,154,0.45,Both,9,LG
TCONS_00001216,Pf3D7_05_v3,1033536,1034134,0.1218698,Pf3D7_05_v3:1033536-1034134,599,-, oId CUFF.948.1; transcript_id TCONS_00001216; tss_id TSS1101;gene_id XLOC_000981; ExonInfo:1033536:1034134; total_nExon:1,2400,1841,0.38,Both,9,LG
TCONS_00001217,Pf3D7_05_v3,1035144,1035754,0.1342062,Pf3D7_05_v3:1035144-1035754,611,-, oId CUFF.950.1; transcript_id TCONS_00001217; tss_id TSS1102;gene_id XLOC_000982; ExonInfo:1035144:1035754; total_nExon:1,683,345,0.98,N,9,LG
TCONS_00001218,Pf3D7_05_v3,1039226,1039476,0.179282869,Pf3D7_05_v3:1039226-1039476,251,-, oId CUFF.951.1; transcript_id TCONS_00001218; tss_id TSS1103;gene_id XLOC_000983; ExonInfo:1039226:1039476; total_nExon:1,4221,2921,0.53,N,4,T
TCONS_00001219,Pf3D7_05_v3,1040059,1040695,0.136577708,Pf3D7_05_v3:1040059-1040695,637,-, oId CUFF.952.1; transcript_id TCONS_00001219; tss_id TSS1104;gene_id XLOC_000984; ExonInfo:1040059:1040695; total_nExon:1,646,327,0.98,N,6,S
TCONS_00001220,Pf3D7_05_v3,1055048,1055723,0.1390533,Pf3D7_05_v3:1055048-1055723,676,-, oId CUFF.956.1; transcript_id TCONS_00001220; tss_id TSS1105;gene_id XLOC_000985; ExonInfo:1055048:1055723; total_nExon:1,737,678,0.12,Both,8,S/G
TCONS_00001230,Pf3D7_05_v3,1095945,1096866,0.170282,Pf3D7_05_v3:1095945-1096866,922,-, oId CUFF.963.1; transcript_id TCONS_00001230; tss_id TSS1112;gene_id XLOC_000990; ExonInfo:1095945:1096866; total_nExon:1,250,137,0.87,N,9,LG
TCONS_00001231,Pf3D7_05_v3,1097469,1098651,0.1538462,Pf3D7_05_v3:1097469-1098651,1183,-, oId CUFF.965.1; transcript_id TCONS_00001231; tss_id TSS1113;gene_id XLOC_000991; ExonInfo:1097469:1098651; total_nExon:1,1275,984,0.37,Both,10,LG
TCONS_00001232,Pf3D7_05_v3,1099503,1100158,0.1554878,Pf3D7_05_v3:1099503-1100158,656,-, oId CUFF.966.1; transcript_id TCONS_00001232; tss_id TSS1114;gene_id XLOC_000992; ExonInfo:1099503:1100158; total_nExon:1,247,175,0.5,Both,10,LG
TCONS_00001234,Pf3D7_05_v3,1128712,1129472,0.105124836,Pf3D7_05_v3:1128712-1129472,761,-, oId CUFF.969.1; transcript_id TCONS_00001234; tss_id TSS1116;gene_id XLOC_000994; ExonInfo:1128712:1129472; total_nExon:1,679,1074,-0.66,C,5,T
TCONS_00001239,Pf3D7_05_v3,1141306,1142090,0.131210191,Pf3D7_05_v3:1141306-1142090,785,-, oId CUFF.974.1; transcript_id TCONS_00001239; tss_id TSS1120;gene_id XLOC_000997; ExonInfo:1141306:1142090; total_nExon:1,875,1151,-0.4,Both,3,R/T
TCONS_00001240,Pf3D7_05_v3,1149329,1150705,0.140885984,Pf3D7_05_v3:1149329-1150705,1377,-, oId CUFF.975.1; transcript_id TCONS_00001240; tss_id TSS1121;gene_id XLOC_000998; ExonInfo:1149329:1150705; total_nExon:1,257,155,0.73,N,1,R
TCONS_00001241,Pf3D7_05_v3,1152402,1153407,0.1411531,Pf3D7_05_v3:1152402-1153407,1006,-, oId CUFF.976.1; transcript_id TCONS_00001241; tss_id TSS1122;gene_id XLOC_000999; ExonInfo:1152402:1153407; total_nExon:1,97,54,0.83,N,8,S/G
TCONS_00001253,Pf3D7_05_v3,1197900,1198455,0.118705036,Pf3D7_05_v3:1197900-1198455,556,-, oId CUFF.984.1; transcript_id TCONS_00001253; tss_id TSS1131;gene_id XLOC_001004; ExonInfo:1197900:1198455; total_nExon:1,446,486,-0.12,Both,5,T
TCONS_00001257,Pf3D7_05_v3,1228242,1228716,0.170526316,Pf3D7_05_v3:1228242-1228716,475,-, oId CUFF.992.1; transcript_id TCONS_00001257; tss_id TSS1135;gene_id XLOC_001008; ExonInfo:1228242:1228716; total_nExon:1,1097,727,0.59,N,6,S
TCONS_00001262,Pf3D7_05_v3,1298887,1299790,0.14380531,Pf3D7_05_v3:1298887-1299790,904,-, oId CUFF.1003.1; transcript_id TCONS_00001262; tss_id TSS1140;gene_id XLOC_001013; ExonInfo:1298887:1299790; total_nExon:1,880,458,0.94,N,4,T
TCONS_00001263,Pf3D7_05_v3,1305392,1306167,0.134020619,Pf3D7_05_v3:1305392-1306167,776,-, oId CUFF.1005.1; transcript_id TCONS_00001263; tss_id TSS1141;gene_id XLOC_001014; ExonInfo:1305392:1306167; total_nExon:1,189,165,0.2,Both,2,R
TCONS_00001268,Pf3D7_05_v3,1332329,1333096,0.127604167,Pf3D7_05_v3:1332329-1333096,768,-, oId CUFF.1018.1; transcript_id TCONS_00001268; tss_id TSS1146;gene_id XLOC_001019; ExonInfo:1332329:1333096; total_nExon:1,2721,882,1.63,N,4,T
TCONS_00001269,Pf3D7_06_v3,14754,16357,0.2880299,Pf3D7_06_v3:14754-16357,1604,+, oId CUFF.1020.1; transcript_id TCONS_00001269; tss_id TSS1147;gene_id XLOC_001020; ExonInfo:14754:16126|16357:16357; total_nExon:2,291,208,0.49,Both,9,LG
TCONS_00001272,Pf3D7_06_v3,32333,32932,0.3633333,Pf3D7_06_v3:32333-32932,600,+, oId CUFF.1025.1; transcript_id TCONS_00001272; tss_id TSS1150;gene_id XLOC_001023; ExonInfo:32333:32932; total_nExon:1,462,688,-0.57,C,7,S
TCONS_00001282,Pf3D7_06_v3,76235,77388,0.127383,Pf3D7_06_v3:76235-77388,1154,+, oId CUFF.1043.1; transcript_id TCONS_00001282; tss_id TSS1159;gene_id XLOC_001031; ExonInfo:76235:77388; total_nExon:1,332,315,0.08,Both,9,LG
TCONS_00001286,Pf3D7_06_v3,79235,79655,0.111638955,Pf3D7_06_v3:79235-79655,421,+, oId CUFF.1045.1; transcript_id TCONS_00001286; tss_id TSS1162;gene_id XLOC_001033; ExonInfo:79235:79655; total_nExon:1,1337,2771,-1.05,C,5,T
TCONS_00001287,Pf3D7_06_v3,89105,89752,0.1450617,Pf3D7_06_v3:89105-89752,648,+, oId CUFF.1049.1; transcript_id TCONS_00001287; tss_id TSS1163;gene_id XLOC_001034; ExonInfo:89105:89752; total_nExon:1,448,438,0.03,Both,10,LG
TCONS_00001289,Pf3D7_06_v3,121317,122266,0.117894737,Pf3D7_06_v3:121317-122266,950,+, oId CUFF.1056.1; transcript_id TCONS_00001289; tss_id TSS1165;gene_id XLOC_001036; ExonInfo:121317:122266; total_nExon:1,950,1448,-0.61,C,5,T
TCONS_00001291,Pf3D7_06_v3,177956,179940,0.1450882,Pf3D7_06_v3:177956-179940,1985,+, oId CUFF.1063.1; transcript_id TCONS_00001291; tss_id TSS1166;gene_id XLOC_001037; ExonInfo:177956:178545|178749:178824|179134:179169|179281:179303|179609:179940; total_nExon:5| oId CUFF.1063.2; transcript_id TCONS_00001290; tss_id TSS1166;gene_id XLOC_001037; ExonInfo:177956:178545|178749:179131; total_nExon:2| oId CUFF.1063.3; transcript_id TCONS_00001292; tss_id TSS1167;gene_id XLOC_001037; ExonInfo:178648:178824|179134:179169|179281:179608; total_nExon:3| oId CUFF.1063.4; transcript_id TCONS_00001293; tss_id TSS1167;gene_id XLOC_001037; ExonInfo:178648:178824|179134:179179|179291:179313|179619:179940; total_nExon:4,1460,1274,0.2,Both,7,S
TCONS_00001295,Pf3D7_06_v3,215346,217476,0.163303613,Pf3D7_06_v3:215346-217476,2131,+, oId CUFF.1066.1; transcript_id TCONS_00001295; tss_id TSS1169;gene_id XLOC_001039; ExonInfo:215346:217476; total_nExon:1,36436,34761,0.07,Both,3,R/T
TCONS_00001297,Pf3D7_06_v3,249624,250204,0.1428571,Pf3D7_06_v3:249624-250204,581,+, oId CUFF.1072.1; transcript_id TCONS_00001297; tss_id TSS1171;gene_id XLOC_001041; ExonInfo:249624:250204; total_nExon:1,3375,2299,0.55,N,9,LG
TCONS_00001298,Pf3D7_06_v3,255642,256709,0.1582397,Pf3D7_06_v3:255642-256709,1068,+, oId CUFF.1074.1; transcript_id TCONS_00001298; tss_id TSS1172;gene_id XLOC_001042; ExonInfo:255642:256709; total_nExon:1,1317,1236,0.09,Both,10,LG
TCONS_00001299,Pf3D7_06_v3,280221,281148,0.144396552,Pf3D7_06_v3:280221-281148,928,+, oId CUFF.1079.1; transcript_id TCONS_00001299; tss_id TSS1173;gene_id XLOC_001043; ExonInfo:280221:281148; total_nExon:1,619,330,0.91,N,4,T
TCONS_00001301,Pf3D7_06_v3,291928,292455,0.081439394,Pf3D7_06_v3:291928-292455,528,+, oId CUFF.1082.1; transcript_id TCONS_00001301; tss_id TSS1175;gene_id XLOC_001045; ExonInfo:291928:292455; total_nExon:1,513,585,-0.19,Both,5,T
TCONS_00001305,Pf3D7_06_v3,364470,364674,0.190243902,Pf3D7_06_v3:364470-364674,205,+, oId CUFF.1089.1; transcript_id TCONS_00001305; tss_id TSS1179;gene_id XLOC_001048; ExonInfo:364470:364674; total_nExon:1,1311,1922,-0.55,C,5,T
TCONS_00001306,Pf3D7_06_v3,392171,393269,0.128298453,Pf3D7_06_v3:392171-393269,1099,+, oId CUFF.1091.1; transcript_id TCONS_00001306; tss_id TSS1180;gene_id XLOC_001049; ExonInfo:392171:393269; total_nExon:1,6454,8040,-0.32,Both,3,R/T
TCONS_00001307,Pf3D7_06_v3,395130,396061,0.149141631,Pf3D7_06_v3:395130-396061,932,+, oId CUFF.1094.1; transcript_id TCONS_00001307; tss_id TSS1181;gene_id XLOC_001050; ExonInfo:395130:396061; total_nExon:1,928,607,0.61,N,4,T
TCONS_00001308,Pf3D7_06_v3,424133,425082,0.131578947,Pf3D7_06_v3:424133-425082,950,+, oId CUFF.1097.1; transcript_id TCONS_00001308; tss_id TSS1182;gene_id XLOC_001051; ExonInfo:424133:425082; total_nExon:1,649,507,0.36,Both,2,R
TCONS_00001309,Pf3D7_06_v3,437099,437638,0.122222222,Pf3D7_06_v3:437099-437638,540,+, oId CUFF.1100.1; transcript_id TCONS_00001309; tss_id TSS1183;gene_id XLOC_001052; ExonInfo:437099:437638; total_nExon:1,3587,4357,-0.28,Both,5,T
TCONS_00001317,Pf3D7_06_v3,474965,475695,0.1477428,Pf3D7_06_v3:474965-475695,731,+, oId CUFF.1112.1; transcript_id TCONS_00001317; tss_id TSS1191;gene_id XLOC_001059; ExonInfo:474965:475695; total_nExon:1,174,147,0.24,Both,8,S/G
TCONS_00001318,Pf3D7_06_v3,490036,490427,0.163265306,Pf3D7_06_v3:490036-490427,392,+, oId CUFF.1117.1; transcript_id TCONS_00001318; tss_id TSS1192;gene_id XLOC_001060; ExonInfo:490036:490427; total_nExon:1,3449,1642,1.07,N,4,T
TCONS_00001319,Pf3D7_06_v3,503621,504836,0.1027961,Pf3D7_06_v3:503621-504836,1216,+, oId CUFF.1119.1; transcript_id TCONS_00001319; tss_id TSS1193;gene_id XLOC_001061; ExonInfo:503621:504836; total_nExon:1,463,234,0.98,N,9,LG
TCONS_00001324,Pf3D7_06_v3,529597,530419,0.1385176,Pf3D7_06_v3:529597-530419,823,+, oId CUFF.1125.1; transcript_id TCONS_00001324; tss_id TSS1197;gene_id XLOC_001064; ExonInfo:529597:530419; total_nExon:1,408,448,-0.13,Both,10,LG
TCONS_00001326,Pf3D7_06_v3,545654,546031,0.1851852,Pf3D7_06_v3:545654-546031,378,+, oId CUFF.1131.1; transcript_id TCONS_00001326; tss_id TSS1199;gene_id XLOC_001066; ExonInfo:545654:546031; total_nExon:1,2145,1791,0.26,Both,8,S/G
TCONS_00001327,Pf3D7_06_v3,563896,564663,0.1197917,Pf3D7_06_v3:563896-564663,768,+, oId CUFF.1135.1; transcript_id TCONS_00001327; tss_id TSS1200;gene_id XLOC_001067; ExonInfo:563896:564663; total_nExon:1,316,132,1.26,N,8,S/G
TCONS_00001329,Pf3D7_06_v3,596398,597238,0.146254459,Pf3D7_06_v3:596398-597238,841,+, oId CUFF.1138.1; transcript_id TCONS_00001329; tss_id TSS1202;gene_id XLOC_001069; ExonInfo:596398:596416|596604:597238; total_nExon:2,2940,5048,-0.78,C,5,T
TCONS_00001330,Pf3D7_06_v3,602841,604217,0.124183007,Pf3D7_06_v3:602841-604217,1377,+, oId CUFF.1140.1; transcript_id TCONS_00001330; tss_id TSS1203;gene_id XLOC_001070; ExonInfo:602841:604217; total_nExon:1,653,764,-0.23,Both,2,R
TCONS_00001334,Pf3D7_06_v3,694526,695120,0.137815126,Pf3D7_06_v3:694526-695120,595,+, oId CUFF.1152.1; transcript_id TCONS_00001334; tss_id TSS1207;gene_id XLOC_001074; ExonInfo:694526:695120; total_nExon:1,666,769,-0.21,Both,5,T
TCONS_00001335,Pf3D7_06_v3,706553,707620,0.142322097,Pf3D7_06_v3:706553-707620,1068,+, oId CUFF.1155.1; transcript_id TCONS_00001335; tss_id TSS1208;gene_id XLOC_001075; ExonInfo:706553:707620; total_nExon:1,933,1028,-0.14,Both,2,R
TCONS_00001338,Pf3D7_06_v3,745482,746477,0.163654618,Pf3D7_06_v3:745482-746477,996,+, oId CUFF.1163.1; transcript_id TCONS_00001338; tss_id TSS1211;gene_id XLOC_001078; ExonInfo:745482:746477; total_nExon:1,569,292,0.96,N,6,S
TCONS_00001340,Pf3D7_06_v3,749777,751637,0.1445459,Pf3D7_06_v3:749777-751637,1861,+, oId CUFF.1167.1; transcript_id TCONS_00001340; tss_id TSS1213;gene_id XLOC_001080; ExonInfo:749777:751637; total_nExon:1,317,263,0.27,Both,8,S/G
TCONS_00001341,Pf3D7_06_v3,751946,752652,0.1485149,Pf3D7_06_v3:751946-752652,707,+, oId CUFF.1169.1; transcript_id TCONS_00001341; tss_id TSS1214;gene_id XLOC_001081; ExonInfo:751946:752652; total_nExon:1,198,66,1.59,N,9,LG
TCONS_00001345,Pf3D7_06_v3,773920,774396,0.1194969,Pf3D7_06_v3:773920-774396,477,+, oId CUFF.1176.1; transcript_id TCONS_00001345; tss_id TSS1218;gene_id XLOC_001085; ExonInfo:773920:774396; total_nExon:1,1058,744,0.51,N,9,LG
TCONS_00001348,Pf3D7_06_v3,853330,854499,0.146153846,Pf3D7_06_v3:853330-854499,1170,+, oId CUFF.1184.1; transcript_id TCONS_00001348; tss_id TSS1220;gene_id XLOC_001087; ExonInfo:853330:854499; total_nExon:1,2390,1262,0.92,N,6,S
TCONS_00001350,Pf3D7_06_v3,870542,871029,0.145491803,Pf3D7_06_v3:870542-871029,488,+, oId CUFF.1189.1; transcript_id TCONS_00001350; tss_id TSS1222;gene_id XLOC_001089; ExonInfo:870542:871029; total_nExon:1,529,952,-0.85,C,5,T
TCONS_00001351,Pf3D7_06_v3,872770,873226,0.1203501,Pf3D7_06_v3:872770-873226,457,+, oId CUFF.1191.1; transcript_id TCONS_00001351; tss_id TSS1223;gene_id XLOC_001090; ExonInfo:872770:873226; total_nExon:1,250,314,-0.33,Both,10,LG
TCONS_00001357,Pf3D7_06_v3,932048,934494,0.099305272,Pf3D7_06_v3:932048-934494,2447,+, oId CUFF.1202.1; transcript_id TCONS_00001357; tss_id TSS1229;gene_id XLOC_001094; ExonInfo:932048:934494; total_nExon:1,309,272,0.18,Both,2,R
TCONS_00001361,Pf3D7_06_v3,973606,975180,0.094603175,Pf3D7_06_v3:973606-975180,1575,+, oId CUFF.1215.1; transcript_id TCONS_00001361; tss_id TSS1233;gene_id XLOC_001098; ExonInfo:973606:975180; total_nExon:1,447,246,0.86,N,1,R
TCONS_00001362,Pf3D7_06_v3,975300,976591,0.161764706,Pf3D7_06_v3:975300-976591,1292,+, oId CUFF.1216.1; transcript_id TCONS_00001362; tss_id TSS1234;gene_id XLOC_001099; ExonInfo:975300:976591; total_nExon:1| oId CUFF.1216.2; transcript_id TCONS_00001363; tss_id TSS1235;gene_id XLOC_001099; ExonInfo:975471:975555|975862:976591; total_nExon:2,1190,492,1.27,N,1,R
TCONS_00001369,Pf3D7_06_v3,1019003,1019537,0.1439252,Pf3D7_06_v3:1019003-1019537,535,+, oId CUFF.1229.1; transcript_id TCONS_00001369; tss_id TSS1241;gene_id XLOC_001105; ExonInfo:1019003:1019537; total_nExon:1,285,142,1,N,8,S/G
TCONS_00001370,Pf3D7_06_v3,1024820,1025177,0.150838,Pf3D7_06_v3:1024820-1025177,358,+, oId CUFF.1231.1; transcript_id TCONS_00001370; tss_id TSS1242;gene_id XLOC_001106; ExonInfo:1024820:1025177; total_nExon:1,10771,7266,0.57,N,9,LG
TCONS_00001371,Pf3D7_06_v3,1037442,1038342,0.088790233,Pf3D7_06_v3:1037442-1038342,901,+, oId CUFF.1234.1; transcript_id TCONS_00001371; tss_id TSS1243;gene_id XLOC_001107; ExonInfo:1037442:1038342; total_nExon:1,186,123,0.59,N,2,R
TCONS_00001374,Pf3D7_06_v3,1069147,1069582,0.1330275,Pf3D7_06_v3:1069147-1069582,436,+, oId CUFF.1241.1; transcript_id TCONS_00001374; tss_id TSS1246;gene_id XLOC_001110; ExonInfo:1069147:1069582; total_nExon:1,324,333,-0.04,Both,8,S/G
TCONS_00001378,Pf3D7_06_v3,1099986,1100897,0.211622807,Pf3D7_06_v3:1099986-1100897,912,+, oId CUFF.1247.1; transcript_id TCONS_00001378; tss_id TSS1249;gene_id XLOC_001112; ExonInfo:1099986:1100897; total_nExon:1,10477,13367,-0.35,Both,5,T
TCONS_00001379,Pf3D7_06_v3,1105836,1106667,0.1033654,Pf3D7_06_v3:1105836-1106667,832,+, oId CUFF.1249.1; transcript_id TCONS_00001379; tss_id TSS1250;gene_id XLOC_001113; ExonInfo:1105836:1106667; total_nExon:1,1843,1697,0.12,Both,8,S/G
TCONS_00001382,Pf3D7_06_v3,1154684,1155991,0.1590214,Pf3D7_06_v3:1154684-1155991,1308,+, oId CUFF.1254.1; transcript_id TCONS_00001382; tss_id TSS1253;gene_id XLOC_001116; ExonInfo:1154684:1155991; total_nExon:1,283,237,0.26,Both,8,S/G
TCONS_00001385,Pf3D7_06_v3,1158952,1159573,0.11414791,Pf3D7_06_v3:1158952-1159573,622,+, oId CUFF.1257.1; transcript_id TCONS_00001385; tss_id TSS1256;gene_id XLOC_001119; ExonInfo:1158952:1159573; total_nExon:1,545,732,-0.43,Both,2,R
TCONS_00001386,Pf3D7_06_v3,1169244,1169654,0.1119221,Pf3D7_06_v3:1169244-1169654,411,+, oId CUFF.1258.1; transcript_id TCONS_00001386; tss_id TSS1257;gene_id XLOC_001120; ExonInfo:1169244:1169654; total_nExon:1,1407,2466,-0.81,C,7,S
TCONS_00001387,Pf3D7_06_v3,1174396,1174795,0.0825,Pf3D7_06_v3:1174396-1174795,400,+, oId CUFF.1259.1; transcript_id TCONS_00001387; tss_id TSS1258;gene_id XLOC_001121; ExonInfo:1174396:1174795; total_nExon:1,798,473,0.75,N,6,S
TCONS_00001390,Pf3D7_06_v3,1204149,1204656,0.1476378,Pf3D7_06_v3:1204149-1204656,508,+, oId CUFF.1268.1; transcript_id TCONS_00001390; tss_id TSS1261;gene_id XLOC_001124; ExonInfo:1204149:1204656; total_nExon:1,497,370,0.43,Both,8,S/G
TCONS_00001394,Pf3D7_06_v3,1248343,1250010,0.122901679,Pf3D7_06_v3:1248343-1250010,1668,+, oId CUFF.1273.1; transcript_id TCONS_00001394; tss_id TSS1265;gene_id XLOC_001128; ExonInfo:1248343:1250010; total_nExon:1,1269,1576,-0.31,Both,2,R
TCONS_00001395,Pf3D7_06_v3,1257724,1258693,0.156701,Pf3D7_06_v3:1257724-1258693,970,+, oId CUFF.1275.1; transcript_id TCONS_00001395; tss_id TSS1266;gene_id XLOC_001129; ExonInfo:1257724:1258693; total_nExon:1,293,138,1.09,N,8,S/G
TCONS_00001398,Pf3D7_06_v3,1283813,1284483,0.137108793,Pf3D7_06_v3:1283813-1284483,671,+, oId CUFF.1283.1; transcript_id TCONS_00001398; tss_id TSS1269;gene_id XLOC_001132; ExonInfo:1283813:1284483; total_nExon:1,1166,527,1.15,N,4,T
TCONS_00001399,Pf3D7_06_v3,1293588,1295598,0.140726,Pf3D7_06_v3:1293588-1295598,2011,+, oId CUFF.1285.1; transcript_id TCONS_00001399; tss_id TSS1270;gene_id XLOC_001133; ExonInfo:1293588:1294940|1295439:1295598; total_nExon:2,5009,5473,-0.13,Both,8,S/G
TCONS_00001400,Pf3D7_06_v3,1300212,1301491,0.1476562,Pf3D7_06_v3:1300212-1301491,1280,+, oId CUFF.1286.1; transcript_id TCONS_00001400; tss_id TSS1271;gene_id XLOC_001134; ExonInfo:1300212:1301491; total_nExon:1,693,642,0.11,Both,8,S/G
TCONS_00001401,Pf3D7_06_v3,1303440,1304765,0.4366516,Pf3D7_06_v3:1303440-1304765,1326,+, oId CUFF.1287.1; transcript_id TCONS_00001401; tss_id TSS1272;gene_id XLOC_001135; ExonInfo:1303440:1303792|1303895:1304765; total_nExon:2,72,27,1.43,N,9,LG
TCONS_00001402,Pf3D7_06_v3,1305744,1305975,0.4439655,Pf3D7_06_v3:1305744-1305975,232,+, oId CUFF.1288.1; transcript_id TCONS_00001402; tss_id TSS1273;gene_id XLOC_001136; ExonInfo:1305744:1305975; total_nExon:1,276,119,1.21,N,9,LG
TCONS_00001403,Pf3D7_06_v3,1307327,1307646,0.49375,Pf3D7_06_v3:1307327-1307646,320,+, oId CUFF.1289.1; transcript_id TCONS_00001403; tss_id TSS1274;gene_id XLOC_001137; ExonInfo:1307327:1307549|1307601:1307646; total_nExon:2,214,39,2.47,N,9,LG
TCONS_00001405,Pf3D7_06_v3,1311694,1312858,0.1476395,Pf3D7_06_v3:1311694-1312858,1165,+, oId CUFF.1291.1; transcript_id TCONS_00001405; tss_id TSS1276;gene_id XLOC_001139; ExonInfo:1311694:1312858; total_nExon:1,2753,948,1.54,N,9,LG
TCONS_00001406,Pf3D7_06_v3,1383283,1384493,0.241948803,Pf3D7_06_v3:1383283-1384493,1211,+, oId CUFF.1297.1; transcript_id TCONS_00001406; tss_id TSS1277;gene_id XLOC_001140; ExonInfo:1383283:1384493; total_nExon:1,172,135,0.35,Both,2,R
TCONS_00001407,Pf3D7_06_v3,1411004,1412123,0.325892857,Pf3D7_06_v3:1411004-1412123,1120,+, oId CUFF.1299.1; transcript_id TCONS_00001407; tss_id TSS1278;gene_id XLOC_001141; ExonInfo:1411004:1412123; total_nExon:1,129,40,1.7,N,6,S
TCONS_00001409,Pf3D7_06_v3,1414809,1416510,0.297297297,Pf3D7_06_v3:1414809-1416510,1702,+, oId CUFF.1301.1; transcript_id TCONS_00001409; tss_id TSS1280;gene_id XLOC_001143; ExonInfo:1414809:1415837|1415893:1416178|1416207:1416436|1416465:1416510; total_nExon:4,1042,258,2.02,N,1,R
